"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Unweighted Normalized Clinical Outcomes Domain Score","Weighted Normalized Clinical Outcomes Domain Score","Unweighted Person and Community Engagement Domain Score","Weighted Person and Community Engagement Domain Score","Unweighted Normalized Safety Domain Score","Weighted Safety Domain Score","Unweighted Normalized Efficiency and Cost Reduction Domain Score","Weighted Efficiency and Cost Reduction Domain Score","Total Performance Score"
"2021","010001",SOUTHEAST ALABAMA MEDICAL CENTER,"1108 ROSS CLARK CIRCLE",DOTHAN,AL,"36301",Houston,"60.000000000000","15.000000000000","45.000000000000","11.250000000000","40.000000000000","10.000000000000","0.000000000000","0.000000000000","36.250000000000"
"2021","010005",MARSHALL MEDICAL CENTERS SOUTH CAMPUS,"2505 U S HIGHWAY 431 NORTH",BOAZ,AL,"35957",Marshall,"38.000000000000","9.500000000000","35.000000000000","8.750000000000","40.000000000000","10.000000000000","0.000000000000","0.000000000000","28.250000000000"
"2021","010006",NORTH ALABAMA MEDICAL CENTER,"1701 VETERANS DRIVE",FLORENCE,AL,"35630",Lauderdale,"22.000000000000","5.500000000000","25.000000000000","6.250000000000","56.000000000000","14.000000000000","0.000000000000","0.000000000000","25.750000000000"
"2021","010007",MIZELL MEMORIAL HOSPITAL,"702 N MAIN ST",OPP,AL,"36467",Covington,"6.666666666667","2.222222222222","52.000000000000","17.333333333333",Not Available,Not Available,"0.000000000000","0.000000000000","19.555555555556"
"2021","010011",ST VINCENT'S EAST,"50 MEDICAL PARK EAST DRIVE",BIRMINGHAM,AL,"35235",Jefferson,"26.000000000000","6.500000000000","28.000000000000","7.000000000000","32.000000000000","8.000000000000","0.000000000000","0.000000000000","21.500000000000"
"2021","010012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DeKalb,"45.000000000000","11.250000000000","14.000000000000","3.500000000000","90.000000000000","22.500000000000","30.000000000000","7.500000000000","44.750000000000"
"2021","010016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",Shelby,"48.000000000000","12.000000000000","21.000000000000","5.250000000000","66.000000000000","16.500000000000","0.000000000000","0.000000000000","33.750000000000"
"2021","010019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",Colbert,"50.000000000000","12.500000000000","42.000000000000","10.500000000000","38.000000000000","9.500000000000","0.000000000000","0.000000000000","32.500000000000"
"2021","010021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",Dale,"30.000000000000","10.000000000000","54.000000000000","18.000000000000",Not Available,Not Available,"0.000000000000","0.000000000000","28.000000000000"
"2021","010023",BAPTIST MEDICAL CENTER SOUTH,"2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,"36116",Montgomery,"32.000000000000","8.000000000000","26.000000000000","6.500000000000","2.000000000000","0.500000000000","0.000000000000","0.000000000000","15.000000000000"
"2021","010024",JACKSON HOSPITAL & CLINIC INC,"1725 PINE STREET",MONTGOMERY,AL,"36106",Montgomery,"18.000000000000","4.500000000000","29.000000000000","7.250000000000","34.000000000000","8.500000000000","0.000000000000","0.000000000000","20.250000000000"
"2021","010029",EAST ALABAMA MEDICAL CENTER,"2000 PEPPERELL PARKWAY",OPELIKA,AL,"36801",Lee,"12.000000000000","3.000000000000","39.000000000000","9.750000000000","58.000000000000","14.500000000000","30.000000000000","7.500000000000","34.750000000000"
"2021","010033",UNIVERSITY OF ALABAMA HOSPITAL,"619 SOUTH 19TH STREET",BIRMINGHAM,AL,"35233",Jefferson,"54.000000000000","13.500000000000","37.000000000000","9.250000000000","24.000000000000","6.000000000000","10.000000000000","2.500000000000","31.250000000000"
"2021","010034",COMMUNITY HOSPITAL INC,"805 FRIENDSHIP ROAD",TALLASSEE,AL,"36078",Elmore,"50.000000000000","16.666666666667","49.000000000000","16.333333333333",Not Available,Not Available,"100.000000000000","33.333333333333","66.333333333333"
"2021","010035",CULLMAN REGIONAL MEDICAL CENTER,"1912 ALABAMA HIGHWAY 157",CULLMAN,AL,"35058",Cullman,"18.000000000000","4.500000000000","20.000000000000","5.000000000000","46.000000000000","11.500000000000","0.000000000000","0.000000000000","21.000000000000"
"2021","010036",ANDALUSIA HEALTH,"849 SOUTH THREE NOTCH STREET",ANDALUSIA,AL,"36420",Covington,"72.000000000000","18.000000000000","16.000000000000","4.000000000000","75.000000000000","18.750000000000","10.000000000000","2.500000000000","43.250000000000"
"2021","010038",STRINGFELLOW MEMORIAL HOSPITAL,"301 EAST 18TH ST",ANNISTON,AL,"36201",Calhoun,"22.000000000000","5.500000000000","32.000000000000","8.000000000000","50.000000000000","12.500000000000","10.000000000000","2.500000000000","28.500000000000"
"2021","010039",HUNTSVILLE HOSPITAL,"101 SIVLEY RD",HUNTSVILLE,AL,"35801",Madison,"30.000000000000","7.500000000000","32.000000000000","8.000000000000","24.000000000000","6.000000000000","0.000000000000","0.000000000000","21.500000000000"
"2021","010040",GADSDEN REGIONAL MEDICAL CENTER,"1007 GOODYEAR AVENUE",GADSDEN,AL,"35903",Etowah,"38.000000000000","9.500000000000","18.000000000000","4.500000000000","80.000000000000","20.000000000000","0.000000000000","0.000000000000","34.000000000000"
"2021","010045",FAYETTE MEDICAL CENTER,"1653 TEMPLE AVENUE NORTH",FAYETTE,AL,"35555",Fayette,"6.666666666667","2.222222222222","83.000000000000","27.666666666667",Not Available,Not Available,"50.000000000000","16.666666666667","46.555555555556"
"2021","010046",RIVERVIEW REGIONAL MEDICAL CENTER,"600 SOUTH THIRD STREET",GADSDEN,AL,"35901",Etowah,"62.000000000000","15.500000000000","30.000000000000","7.500000000000","50.000000000000","12.500000000000","40.000000000000","10.000000000000","45.500000000000"
"2021","010049",MEDICAL CENTER ENTERPRISE,"400 N EDWARDS STREET",ENTERPRISE,AL,"36330",Coffee,"40.000000000000","10.000000000000","25.000000000000","6.250000000000","50.000000000000","12.500000000000","30.000000000000","7.500000000000","36.250000000000"
"2021","010052",LAKE MARTIN COMMUNITY HOSPITAL,"201 MARIARDEN ROAD",DADEVILLE,AL,"36853",Tallapoosa,"15.000000000000","5.000000000000","61.000000000000","20.333333333333",Not Available,Not Available,"0.000000000000","0.000000000000","25.333333333333"
"2021","010055",FLOWERS HOSPITAL,"4370 WEST MAIN STREET",DOTHAN,AL,"36305",Houston,"8.000000000000","2.000000000000","26.000000000000","6.500000000000","50.000000000000","12.500000000000","10.000000000000","2.500000000000","23.500000000000"
"2021","010056",ST VINCENT'S BIRMINGHAM,"810 ST VINCENT'S DRIVE",BIRMINGHAM,AL,"35205",Jefferson,"70.000000000000","17.500000000000","48.000000000000","12.000000000000","38.000000000000","9.500000000000","0.000000000000","0.000000000000","39.000000000000"
"2021","010061",HIGHLANDS MEDICAL CENTER,"380 WOODS COVE ROAD",SCOTTSBORO,AL,"35768",Jackson,"32.500000000000","10.833333333333","31.000000000000","10.333333333333",Not Available,Not Available,"0.000000000000","0.000000000000","21.166666666667"
"2021","010062",WIREGRASS MEDICAL CENTER,"1200 W MAPLE AVENUE",GENEVA,AL,"36340",Geneva,"33.333333333333","11.111111111111","59.000000000000","19.666666666667",Not Available,Not Available,"10.000000000000","3.333333333333","34.111111111111"
"2021","010065",RUSSELL MEDICAL CENTER,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",Tallapoosa,"42.000000000000","10.500000000000","53.000000000000","13.250000000000","100.000000000000","25.000000000000","0.000000000000","0.000000000000","48.750000000000"
"2021","010069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",Barbour,"33.333333333333","11.111111111111","40.000000000000","13.333333333333",Not Available,Not Available,"0.000000000000","0.000000000000","24.444444444444"
"2021","010073",CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270",ASHLAND,AL,"36251",Clay,"30.000000000000","10.000000000000","82.000000000000","27.333333333333",Not Available,Not Available,"20.000000000000","6.666666666667","44.000000000000"
"2021","010078",NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,"400 EAST 10TH STREET",ANNISTON,AL,"36207",Calhoun,"32.000000000000","8.000000000000","22.000000000000","5.500000000000","16.000000000000","4.000000000000","10.000000000000","2.500000000000","20.000000000000"
"2021","010079",ATHENS LIMESTONE HOSPITAL,"700 WEST MARKET STREET",ATHENS,AL,"35611",Limestone,"7.500000000000","1.875000000000","31.000000000000","7.750000000000","33.333333333333","8.333333333333","30.000000000000","7.500000000000","25.458333333333"
